player_id,player_name,player_role
PBKS100,KL RAHUL,WK Keeper - Batter
PBKS101,AARON FINCH,Batter
PBKS102,PRADEEP SAHU,Batter
PBKS103,MANOJ TIWARY,Batter
PBKS104,DAVID MILLER,Batter
PBKS105,MAYANK AGARWAL,Batter
PBKS106,RAVICHANDRAN ASHWIN,All-Rounder
PBKS107,MARCUS STOINIS,All-Rounder
PBKS108,AKSHDEEP NATH,All-Rounder
PBKS109,CHRIS GAYLE,All-Rounder
PBKS110,YUVRAJ SINGH,All-Rounder
PBKS111,KARUN NAIR,All-Rounder
PBKS112,MAYANK DAGAR,All-Rounder
PBKS113,AXAR PATEL,All-Rounder
PBKS114,BEN DWARSHUIS,Bowler
PBKS115,ANDREW TYE,Bowler
PBKS116,ANKIT RAJPOOT,Bowler
PBKS117,MOHIT SHARMA,Bowler
PBKS118,BARINDER SRAN,Bowler
PBKS119,MUJEEB UR RAHMAN,Bowler
