player_id,player_name,player_role
CSK100,MS DHONI,WK Keeper - Batter
CSK101,RUTURAJ GAIKWAD,Batter
CSK102,C HARI NISHAANTH,Batter
CSK103,NARAYAN JAGADEESAN,Batter
CSK104,SURESH RAINA,Batter
CSK105,FAF DU PLESSIS,Batter
CSK106,CHETESHWAR PUJARA,Batter
CSK107,AMBATI RAYUDU,Batter
CSK108,ROBIN UTHAPPA,Batter
CSK109,K BHAGATH VARMA,All-Rounder
CSK110,MOEEN ALI,All-Rounder
CSK111,RAVINDRA JADEJA,All-Rounder
CSK112,DWAYNE BRAVO,All-Rounder
CSK113,KARN SHARMA,All-Rounder
CSK114,MITCHELL SANTNER,All-Rounder
CSK115,KRISHNAPPA GOWTHAM,All-Rounder
CSK116,SAM CURRAN,All-Rounder
CSK117,IMRAN TAHIR,Bowler
CSK118,M HARISHANKAR REDDY,Bowler
CSK119,DEEPAK CHAHAR,Bowler
CSK120,KM ASIF,Bowler
CSK121,SHARDUL THAKUR,Bowler
CSK122,SAI KISHORE,Bowler
CSK123,JOSH HAZLEWOOD,Bowler
CSK124,DOMINIC DRAKES,Bowler
CSK125,LUNGI NGIDI,Bowler
