player_id,player_name,player_role
CSK100,MS DHONI,WK Keeper - Batter
CSK101,C HARI NISHAANTH,Batter
CSK102,DEVON CONWAY,Batter
CSK103,ROBIN UTHAPPA,Batter
CSK104,RUTURAJ GAIKWAD,Batter
CSK105,SUBHRANSHU SENAPATI,Batter
CSK106,AMBATI RAYUDU,Batter
CSK107,NARAYAN JAGADEESAN,Batter
CSK108,RAVINDRA JADEJA,All-Rounder
CSK109,DWAINE PRETORIUS,All-Rounder
CSK110,DWAYNE BRAVO,All-Rounder
CSK111,MITCHELL SANTNER,All-Rounder
CSK112,K BHAGATH VARMA,All-Rounder
CSK113,MOEEN ALI,All-Rounder
CSK114,SHIVAM DUBE,All-Rounder
CSK115,CHRIS JORDAN,Bowler
CSK116,RAJVARDHAN HANGARGEKAR,Bowler
CSK117,ADAM MILNE,Bowler
CSK118,DEEPAK CHAHAR,Bowler
CSK119,KM ASIF,Bowler
CSK120,MAHEESH THEEKSHANA,Bowler
CSK121,MUKESH CHOUDHARY,Bowler
CSK122,PRASHANT SOLANKI,Bowler
CSK123,SIMARJEET SINGH,Bowler
CSK124,TUSHAR DESHPANDE,Bowler
CSK125,MATHEESHA PATHIRANA,Bowler
