player_id,player_name,player_role
CSK100,MS DHONI,WK Keeper - Batter
CSK101,SAM BILLINGS,Batter
CSK102,RUTURAJ GAIKWAD,Batter
CSK103,MURALI VIJAY,Batter
CSK104,NARAYAN JAGADEESAN,Batter
CSK105,SURESH RAINA,Batter
CSK106,DHRUV SHOREY,Batter
CSK107,FAF DU PLESSIS,Batter
CSK108,AMBATI RAYUDU,Batter
CSK109,SCOTT KUGGELEIJN,All-Rounder
CSK110,DAVID WILLEY,All-Rounder
CSK111,RAVINDRA JADEJA,All-Rounder
CSK112,DWAYNE BRAVO,All-Rounder
CSK113,CHAITANYA BISHNOI,All-Rounder
CSK114,KARN SHARMA,All-Rounder
CSK115,SHANE WATSON,All-Rounder
CSK116,HARBHAJAN SINGH,All-Rounder
CSK117,KEDAR JADHAV,All-Rounder
CSK118,MITCHELL SANTNER,All-Rounder
CSK119,IMRAN TAHIR,Bowler
CSK120,DEEPAK CHAHAR,Bowler
CSK121,KM ASIF,Bowler
CSK122,SHARDUL THAKUR,Bowler
CSK123,MOHIT SHARMA,Bowler
CSK124,MONU KUMAR,Bowler
