player_id,player_name,player_role
PBKS100,KL RAHUL,WK Keeper - Batter
PBKS101,NICHOLAS POORAN,Batter
PBKS102,MANDEEP SINGH,Batter
PBKS103,DAVID MILLER,Batter
PBKS104,SARFARAZ KHAN,Batter
PBKS105,PRABHSIMRAN SINGH,Batter
PBKS106,MAYANK AGARWAL,Batter
PBKS107,RAVICHANDRAN ASHWIN,All-Rounder
PBKS108,MOISES HENRIQUES,All-Rounder
PBKS109,CHRIS GAYLE,All-Rounder
PBKS110,KARUN NAIR,All-Rounder
PBKS111,SAM CURRAN,All-Rounder
PBKS112,DARSHAN NALKANDE,All-Rounder
PBKS113,AGNIVESH AYACHI,Bowler
PBKS114,HARPREET BRAR,Bowler
PBKS115,ANDREW TYE,Bowler
PBKS116,ANKIT RAJPOOT,Bowler
PBKS117,MURUGAN ASHWIN,Bowler
PBKS118,VARUN CHAKARAVARTHY,Bowler
PBKS119,ARSHDEEP SINGH,Bowler
PBKS120,MUJEEB UR RAHMAN,Bowler
PBKS121,HARDUS VILJOEN,Bowler
PBKS122,MOHAMMAD SHAMI,Bowler
